PERFIL,QT_TOTAL_HIT_PAYWALL,DIASNAVEGADOS,NOTICIASLIDAS,PES_GENERO,VISITAS_CAPA,USOU_APP,IDADE,ATR_PF_GEO_RENDA_FAM
False,0,8,4,True,0,False,35.92,3
False,0,11,11,True,0,False,40.38,3
False,0,1,0,False,3,True,43.86,3
False,0,32,64,True,16,True,36.54,3
False,4,6,6,True,7,False,40.52,5
False,0,1,4,True,0,False,34.63,4
False,2,13,1,False,47,True,69.48,3
False,0,32,105,False,125,True,61.85,3
False,0,2,0,False,0,False,30.67,3
False,0,1,7,True,1,False,44.69,3
False,0,2,4,False,0,False,39.95,4
False,5,6,2,False,0,False,43.96,3
False,21,25,57,False,0,False,44.2,3
False,7,23,34,False,0,False,33.9,3
False,0,7,7,False,0,False,26.32,3
False,1,60,662,False,985,True,73.6,3
False,0,2,0,False,0,False,38.73,3
False,146,14,0,False,53,True,35.13,5
False,0,42,2,False,163,True,37.97,3
False,0,3,3,True,0,False,83.36,5
False,0,57,176,True,142,False,58.87,3
False,1,39,42,False,40,True,29.95,5
False,0,14,4,False,0,False,21.95,4
False,0,31,8,True,0,False,35.06,3
False,48,19,17,True,3,False,46.67,3
False,0,30,40,True,87,True,24.78,3
False,0,4,5,False,0,False,63.89,3
False,0,2,2,True,1,False,34.79,4
False,0,1,3,False,0,False,61.35,3
False,0,6,3,True,0,False,25.02,3
False,3,2,3,True,1,False,68.81,3
False,0,1,1,True,0,False,81.79,3
